	1	2	3	4	integrase	excisionase	recombinase	transposase	lysogen	temperate	parA|ParA|parB|ParB	search_hits	feature_importance
297	pfam12851	Tet_JBP	Oxygenase domain of the 2OGFeDO superfamily. A double-stranded beta helix (DSBH) fold domain of the 2-oxoglutarate (2OG)-Fe(II)-dependent dioxygenase (2OGFeDO) superfamily found in various eukaryotes, bacteria and bacteriophages. Members of this family catalyze nucleic acid modifications, such as thymidine hydroxylation during base J synthesis in kinetoplastids, and the conversion of 5 methyl-cytosine (5-mC) to 5-hydroxymethyl-cytosine (hmC), or further oxidation to 5-formylcytosine (5fC) and 5-carboxylcytosine (5caC). Metazoan TET proteins contain a cysteine-rich region inserted into the core of the DSBH fold. Vertebrate TET proteins are oncogenes that are mutated in various myeloid cancers. Fungal and algal versions of this family are linked to a predicted transposase and show lineage-specific expansions.	166	0	0	0	1	0	0	0	1	
298	pfam12940	RAG1	Recombination-activation protein 1 (RAG1), recombinase. This family is one of the two different components of the RAG1-RAG2 V(D)J recombinase complex. The RAG complex, consisting of two RAG1 and two RAG2 proteins is a multi-protein complex that mediates DNA cleavage during V(D)J (variable-diversity-joining) recombination. RAG1 mediates DNA-binding to the conserved recombination signal sequences (RSS). Many of the proteins in this family are fragments. Solution of the structure of the complex of RAG1 and RAG2 shows that each protein dimerizes with itself and each pair then complexes together to from the RAG1-RAG2 V(D)J recombinase enzyme. The different structural elements in RAG1 for UniProtKB:P15919 are: an N-terminal nonamer-binding domain from residues 391-459; a dimerization and DNA-binding domain from 459-515; an extended pre-RNase H domain from 515-588; the catalytic RNase H domain from 588-719; a ZnC2 domain from 719-791; and ZnH2 domain from 791-962; and a three-helix C-terminal domain from 962-1008.	653	0	0	1	0	0	0	0	1	
300	pfam13006	Nterm_IS4	Insertion element 4 transposase N-terminal. This family represents the N-terminal region of proteins carrying the transposase enzyme, DDE_Tnp_1 (that was Transposase_11), pfam01609, at the C-terminus. The full-length members are Insertion Element 4, IS4. Within the collection of E.coli strains, ECOR, the number of IS4 elements varies from zero to 14, with an average of 5 copies/strain.	95	0	0	0	1	0	0	0	1	
301	pfam13007	LZ_Tnp_IS66	Transposase C of IS166 homeodomain. This is a leucine-zipper-like or homeodomain-like region of transposase TnpC of insertion element IS66.	67	0	0	0	1	0	0	0	1	
304	pfam13017	Maelstrom	"piRNA pathway germ-plasm component. Maelstrom is a germ-plasm component protein, that is shown to be functionally involved in the piRNA pathway. It is conserved throughout Eukaryota, though it appears to have been lost from all examined teleost fish species. The domain architecture shows that it is coupled with several DNA- and RNA- related domains such as HMG box, SR-25-like and HDAC_interact domains. Sequence analysis and fold recognition have found a distant similarity between Maelstrom domain and the DnaQ 3'-5' exonuclease family with the RNase H fold (Exonuc_X-T, pfam00929); notably, that the Maelstrom domains from basal eukaryotes contain the conserved 3'-5' exonuclease active site residues (Asp-Glu-Asp-His-Asp, DEDHD). However, the animal and some amoeba maelstrom contain another set of conserved residues (Glu-His-His-Cys-His-Cys, EHHCHC). This evolutionary link together with structural examinations leads to the hypothesis that Maelstrom domains may have a potential nuclease-transposase activity or RNA-binding ability that may be implicated in piRNA biogenesis. A protein function evolution mode, namely ""active site switch"", has been proposed, in which the amoeba Maelstrom domains are the possible evolutionary intermediates due to their harbouring of the specific characteristics of both 3'-5' exonuclease and Maelstrom domains."	215	0	0	0	1	0	0	0	1	
311	pfam13359	DDE_Tnp_4	DDE superfamily endonuclease. This family of proteins are related to pfam00665 and are probably endonucleases of the DDE superfamily. Transposase proteins are necessary for efficient DNA transposition. This domain is a member of the DDE superfamily, which contain three carboxylate residues that are believed to be responsible for coordinating metal ions needed for catalysis. The catalytic activity of this enzyme involves DNA cleavage at a specific site followed by a strand transfer reaction.	158	0	0	0	1	0	0	0	1	
316	pfam13546	DDE_5	DDE superfamily endonuclease. This family of proteins are related to pfam00665 and are probably endonucleases of the DDE superfamily. Transposase proteins are necessary for efficient DNA transposition. This domain is a member of the DDE superfamily, which contain three carboxylate residues that are believed to be responsible for coordinating metal ions needed for catalysis. The catalytic activity of this enzyme involves DNA cleavage at a specific site followed by a strand transfer reaction.	266	0	0	0	1	0	0	0	1	
317	pfam13586	DDE_Tnp_1_2	Transposase DDE domain. Transposase proteins are necessary for efficient DNA transposition. This domain is a member of the DDE superfamily, which contain three carboxylate residues that are believed to be responsible for coordinating metal ions needed for catalysis.	90	0	0	0	1	0	0	0	1	
319	pfam13612	DDE_Tnp_1_3	Transposase DDE domain. Transposase proteins are necessary for efficient DNA transposition. This domain is a member of the DDE superfamily, which contains three carboxylate residues that are believed to be responsible for coordinating metal ions needed for catalysis. The catalytic activity of this enzyme involves DNA cleavage at a specific site followed by a strand transfer reaction.	154	0	0	0	1	0	0	0	1	
323	pfam13701	DDE_Tnp_1_4	Transposase DDE domain group 1. Transposase proteins are necessary for efficient DNA transposition. This domain is a member of the DDE superfamily, which contain three carboxylate residues that are believed to be responsible for coordinating metal ions needed for catalysis.	434	0	0	0	1	0	0	0	1	
326	pfam13808	DDE_Tnp_1_assoc	DDE_Tnp_1-associated. This domain is frequently found N-terminal to the transposase, IS family DDE_Tnp_1, pfam01609 and its relatives.	88	0	0	0	1	0	0	0	1	
328	pfam13952	DUF4216	Domain of unknown function (DUF4216). This DUF is sometimes found at the C-terminal end of proteins carrying a Transposase_21 domain, pfam02992.	69	0	0	0	1	0	0	0	1	
329	pfam13963	Transpos_assoc	Transposase-associated domain. 	74	0	0	0	1	0	0	0	1	
338	pfam14882	PHINT_rpt	Phage-integrase repeat unit. This repeat family is found on phage-integrase proteins in up to 15 copies. The function is not known.	52	1	0	0	0	0	0	0	1	
339	pfam15571	Imm44	Immunity protein 44. A predicted immunity protein with an alpha+beta fold. Proteins containing this domain are present in bacterial polymorphic toxin systems as an immediate gene neighbor of the toxin gene, usually containing a domain of the Tox-URI1, Tox-URI2 or Tox-ParBL1 families. The gene for this toxin is also found in heterogeneous poly-immunity loci that show variations in structure even between closely related strains.	126	0	0	0	0	0	0	1	1	
340	pfam15590	Imm27	Immunity protein 27. A predicted immunity protein with an alpha+beta fold and a conserved aspartate and GGxP motif. Proteins containing this domain are present in bacterial polymorphic toxin systems as an immediate gene neighbor of the toxin gene, usually containing a domain of the Ntox10 or Tox-ParB families.	67	0	0	0	0	0	0	1	1	
343	pfam17293	Arm-DNA-bind_5	Arm DNA-binding domain. This domain is the N-terminal Arm DNA-binding domain found in various tyrosine recombinases.	87	0	0	1	0	0	0	0	1	
346	pfam17906	HTH_48	HTH domain in Mos1 transposase. The N-terminal domain of the Mos1 Mariner transposase comprises two HTH domains. This HTH domain binds in the DNA major groove to the transposons inverted repeats.	50	0	0	0	1	0	0	0	1	
348	pfam18064	ParB_C	Centromere-binding protein ParB C-terminal. This is the C-terminal domain found in centromere-binding protein ParB, which is used for stable segregation. The C-terminal domain has a ribbon-helix helix (RHH) motif with a C-terminal loop (residues 119-128) following helix alpha-2. The domain forms a dimer with the C-terminal of the beta chain. The function of the C-terminal domain is to bind to DNA.	47	0	0	0	0	0	0	1	1	
351	pfam18231	DUF5603	Domain of unknown function (DUF5603). This domain is found in the C-terminal region of free serine kinase (SerK) in the hyperthermophilic archaeon Thermococcus kodakarensis. SerK converts ADP and l-serine (Ser) into AMP and O-phospho-l-serine (Sep), which is a precursor of l-cysteine. The domain is not conserved in the ParB/Srx family. The differences between SerK and the other members of the ParB/Srx family is concentrated in the C-terminal region, which may include residues involved in the Sep binding.	105	0	0	0	0	0	0	1	1	
353	pfam18644	Phage_int_SAM_6	Phage integrase SAM-like domain. Xer recombinases are members of the tyrosine site-specific recombinase superfamily, a large group of enzymes that catalyze DNA breakage and rejoining using a conserved tyrosine nucleophile. Tyrosine recombinases promote various programmed DNA rearrangements including the monomerization of phage, plasmid and chromosome multimers, resolution of hairpin telomeres, and the movement of virulence and antibiotic resistance carrying integrative mobile genetic elements. Structural analysis of Helicobacter pylori XerH indicates that this N-terminal domain consisting of six alpha-helices contacts the DNA using a four-helix bundle.	132	1	0	1	0	0	0	0	2	
357	pfam18721	CxC6	CxC6 like cysteine cluster associated with KDZ transposases. A predicted Zinc chelating domain inserted into the core of the KDZ transposase domain.	62	0	0	0	1	0	0	0	1	
358	pfam18735	HEPN_RiboL-PSP	RiboL-PSP-HEPN. RiboL-PSP-HEPN. Fused to endoRNase L-PSP ; in operon with ParB.	188	0	0	0	0	0	0	1	1	
359	pfam18737	HEPN_MAE_28990	MAE_28990/MAE_18760-like HEPN. HEPN-like nuclease. MAE_28990 In operon with a ParB nuclease and DNA methylase genes. MAE_18760-like HEPN found fused to HEPN/RES-NTD1, HEPN/Toprim-NTD1, Schlafen and a novel beta rich domain. In operon with ParA/Soj ATPase of SIMIBI-type GTPase fold.	207	0	0	0	0	0	0	1	1	
